MATCH_ID,PARTICIPANT_POS_ID,MINUTE,TEAM,LANE,CHAMPION,GOLD_DIFF,XP_DIFF
EUN1_3900162543,4,5,Blue,Bottom,Samira,-492,-134
EUN1_3900162543,2,5,Blue,Jungle,Qiyana,-441,-198
EUN1_3900162543,3,5,Blue,Middle,Ryze,-358,-212
EUN1_3900162543,5,5,Blue,Support,Poppy,-245,-54
EUN1_3900162543,1,5,Blue,Top,Rumble,725,658
EUN1_3900162543,9,5,Red,Bottom,Kaisa,492,134
EUN1_3900162543,7,5,Red,Jungle,Zed,441,198
EUN1_3900162543,8,5,Red,Middle,Malzahar,358,212
EUN1_3900162543,10,5,Red,Support,Pyke,245,54
EUN1_3900162543,6,5,Red,Top,Galio,-725,-658
EUN1_3900162543,4,10,Blue,Bottom,Samira,-1588,-272
EUN1_3900162543,2,10,Blue,Jungle,Qiyana,-611,9
EUN1_3900162543,3,10,Blue,Middle,Ryze,-155,-17
EUN1_3900162543,5,10,Blue,Support,Poppy,-375,-602
EUN1_3900162543,1,10,Blue,Top,Rumble,1692,1303
EUN1_3900162543,9,10,Red,Bottom,Kaisa,1588,272
EUN1_3900162543,7,10,Red,Jungle,Zed,611,-9
EUN1_3900162543,8,10,Red,Middle,Malzahar,155,17
EUN1_3900162543,10,10,Red,Support,Pyke,375,602
EUN1_3900162543,6,10,Red,Top,Galio,-1692,-1303
EUN1_3900162543,4,15,Blue,Bottom,Samira,-1416,-366
EUN1_3900162543,2,15,Blue,Jungle,Qiyana,-493,218
EUN1_3900162543,3,15,Blue,Middle,Ryze,-1328,-1247
EUN1_3900162543,5,15,Blue,Support,Poppy,-363,15
EUN1_3900162543,1,15,Blue,Top,Rumble,3284,2401
EUN1_3900162543,9,15,Red,Bottom,Kaisa,1416,366
EUN1_3900162543,7,15,Red,Jungle,Zed,493,-218
EUN1_3900162543,8,15,Red,Middle,Malzahar,1328,1247
EUN1_3900162543,10,15,Red,Support,Pyke,363,-15
EUN1_3900162543,6,15,Red,Top,Galio,-3284,-2401
EUN1_3900162543,4,20,Blue,Bottom,Samira,-112,1460
EUN1_3900162543,2,20,Blue,Jungle,Qiyana,-691,946
EUN1_3900162543,3,20,Blue,Middle,Ryze,-2151,-2714
EUN1_3900162543,5,20,Blue,Support,Poppy,-282,154
EUN1_3900162543,1,20,Blue,Top,Rumble,3440,2295
EUN1_3900162543,9,20,Red,Bottom,Kaisa,112,-1460
EUN1_3900162543,7,20,Red,Jungle,Zed,691,-946
EUN1_3900162543,8,20,Red,Middle,Malzahar,2151,2714
EUN1_3900162543,10,20,Red,Support,Pyke,282,-154
EUN1_3900162543,6,20,Red,Top,Galio,-3440,-2295
EUN1_3900162543,4,25,Blue,Bottom,Samira,1442,2870
EUN1_3900162543,2,25,Blue,Jungle,Qiyana,-1399,487
EUN1_3900162543,3,25,Blue,Middle,Ryze,-4095,-3624
EUN1_3900162543,5,25,Blue,Support,Poppy,563,763
EUN1_3900162543,1,25,Blue,Top,Rumble,2550,566
EUN1_3900162543,9,25,Red,Bottom,Kaisa,-1442,-2870
EUN1_3900162543,7,25,Red,Jungle,Zed,1399,-487
EUN1_3900162543,8,25,Red,Middle,Malzahar,4095,3624
EUN1_3900162543,10,25,Red,Support,Pyke,-563,-763
EUN1_3900162543,6,25,Red,Top,Galio,-2550,-566
EUN1_3900162543,4,30,Blue,Bottom,Samira,1267,1886
EUN1_3900162543,2,30,Blue,Jungle,Qiyana,-2042,-276
EUN1_3900162543,3,30,Blue,Middle,Ryze,-4029,-4370
EUN1_3900162543,5,30,Blue,Support,Poppy,183,503
EUN1_3900162543,1,30,Blue,Top,Rumble,2945,576
EUN1_3900162543,9,30,Red,Bottom,Kaisa,-1267,-1886
EUN1_3900162543,7,30,Red,Jungle,Zed,2042,276
EUN1_3900162543,8,30,Red,Middle,Malzahar,4029,4370
EUN1_3900162543,10,30,Red,Support,Pyke,-183,-503
EUN1_3900162543,6,30,Red,Top,Galio,-2945,-576
EUN1_3900162543,4,35,Blue,Bottom,Samira,43,1488
EUN1_3900162543,2,35,Blue,Jungle,Qiyana,-4353,-4288
EUN1_3900162543,3,35,Blue,Middle,Ryze,-3786,-4962
EUN1_3900162543,5,35,Blue,Support,Poppy,311,1113
EUN1_3900162543,1,35,Blue,Top,Rumble,2946,224
EUN1_3900162543,9,35,Red,Bottom,Kaisa,-43,-1488
EUN1_3900162543,7,35,Red,Jungle,Zed,4353,4288
EUN1_3900162543,8,35,Red,Middle,Malzahar,3786,4962
EUN1_3900162543,10,35,Red,Support,Pyke,-311,-1113
EUN1_3900162543,6,35,Red,Top,Galio,-2946,-224
EUN1_3900162543,4,40,Blue,Bottom,Samira,2506,4021
EUN1_3900162543,2,40,Blue,Jungle,Qiyana,-4580,-3459
EUN1_3900162543,3,40,Blue,Middle,Ryze,-3567,-4036
EUN1_3900162543,5,40,Blue,Support,Poppy,235,2593
EUN1_3900162543,1,40,Blue,Top,Rumble,4184,938
EUN1_3900162543,9,40,Red,Bottom,Kaisa,-2506,-4021
EUN1_3900162543,7,40,Red,Jungle,Zed,4580,3459
EUN1_3900162543,8,40,Red,Middle,Malzahar,3567,4036
EUN1_3900162543,10,40,Red,Support,Pyke,-235,-2593
EUN1_3900162543,6,40,Red,Top,Galio,-4184,-938
EUN1_3900529355,4,5,Blue,Bottom,Samira,571,120
EUN1_3900529355,2,5,Blue,Jungle,Mordekaiser,-45,-26
EUN1_3900529355,3,5,Blue,Middle,Quinn,1021,61
EUN1_3900529355,5,5,Blue,Support,Rell,540,-135
EUN1_3900529355,1,5,Blue,Top,Illaoi,647,658
EUN1_3900529355,9,5,Red,Bottom,Miss Fortune,-571,-120
EUN1_3900529355,7,5,Red,Jungle,Khazix,45,26
EUN1_3900529355,8,5,Red,Middle,Katarina,-1021,-61
EUN1_3900529355,10,5,Red,Support,Seraphine,-540,135
EUN1_3900529355,6,5,Red,Top,KSante,-647,-658
EUN1_3900529355,4,10,Blue,Bottom,Samira,1069,314
EUN1_3900529355,2,10,Blue,Jungle,Mordekaiser,-801,-101
EUN1_3900529355,3,10,Blue,Middle,Quinn,1245,378
EUN1_3900529355,5,10,Blue,Support,Rell,550,408
EUN1_3900529355,1,10,Blue,Top,Illaoi,1237,1808
EUN1_3900529355,9,10,Red,Bottom,Miss Fortune,-1069,-314
EUN1_3900529355,7,10,Red,Jungle,Khazix,801,101
EUN1_3900529355,8,10,Red,Middle,Katarina,-1245,-378
EUN1_3900529355,10,10,Red,Support,Seraphine,-550,-408
EUN1_3900529355,6,10,Red,Top,KSante,-1237,-1808
EUN1_3900529355,4,15,Blue,Bottom,Samira,2787,895
EUN1_3900529355,2,15,Blue,Jungle,Mordekaiser,-955,-481
EUN1_3900529355,3,15,Blue,Middle,Quinn,311,415
EUN1_3900529355,5,15,Blue,Support,Rell,905,378
EUN1_3900529355,1,15,Blue,Top,Illaoi,2891,3360
EUN1_3900529355,9,15,Red,Bottom,Miss Fortune,-2787,-895
EUN1_3900529355,7,15,Red,Jungle,Khazix,955,481
EUN1_3900529355,8,15,Red,Middle,Katarina,-311,-415
EUN1_3900529355,10,15,Red,Support,Seraphine,-905,-378
EUN1_3900529355,6,15,Red,Top,KSante,-2891,-3360
EUN1_3900529355,4,20,Blue,Bottom,Samira,2668,252
EUN1_3900529355,2,20,Blue,Jungle,Mordekaiser,-1634,458
EUN1_3900529355,3,20,Blue,Middle,Quinn,1425,989
EUN1_3900529355,5,20,Blue,Support,Rell,780,-696
EUN1_3900529355,1,20,Blue,Top,Illaoi,5207,4227
EUN1_3900529355,9,20,Red,Bottom,Miss Fortune,-2668,-252
EUN1_3900529355,7,20,Red,Jungle,Khazix,1634,-458
EUN1_3900529355,8,20,Red,Middle,Katarina,-1425,-989
EUN1_3900529355,10,20,Red,Support,Seraphine,-780,696
EUN1_3900529355,6,20,Red,Top,KSante,-5207,-4227
EUN1_3900645586,4,5,Blue,Bottom,Jinx,72,-325
EUN1_3900645586,2,5,Blue,Jungle,Viego,734,319
EUN1_3900645586,3,5,Blue,Middle,Swain,268,222
EUN1_3900645586,5,5,Blue,Support,Milio,190,-111
EUN1_3900645586,1,5,Blue,Top,Gnar,401,437
EUN1_3900645586,9,5,Red,Bottom,Caitlyn,-72,325
EUN1_3900645586,7,5,Red,Jungle,Taliyah,-734,-319
EUN1_3900645586,8,5,Red,Middle,Orianna,-268,-222
EUN1_3900645586,10,5,Red,Support,Neeko,-190,111
EUN1_3900645586,6,5,Red,Top,Ornn,-401,-437
EUN1_3900645586,4,10,Blue,Bottom,Jinx,7,-197
EUN1_3900645586,2,10,Blue,Jungle,Viego,438,349
EUN1_3900645586,3,10,Blue,Middle,Swain,670,112
EUN1_3900645586,5,10,Blue,Support,Milio,-259,-95
EUN1_3900645586,1,10,Blue,Top,Gnar,-9,-542
EUN1_3900645586,9,10,Red,Bottom,Caitlyn,-7,197
EUN1_3900645586,7,10,Red,Jungle,Taliyah,-438,-349
EUN1_3900645586,8,10,Red,Middle,Orianna,-670,-112
EUN1_3900645586,10,10,Red,Support,Neeko,259,95
EUN1_3900645586,6,10,Red,Top,Ornn,9,542
EUN1_3900645586,4,15,Blue,Bottom,Jinx,-1356,-1481
EUN1_3900645586,2,15,Blue,Jungle,Viego,381,1118
EUN1_3900645586,3,15,Blue,Middle,Swain,1399,1483
EUN1_3900645586,5,15,Blue,Support,Milio,-1393,-1319
EUN1_3900645586,1,15,Blue,Top,Gnar,253,-2
EUN1_3900645586,9,15,Red,Bottom,Caitlyn,1356,1481
EUN1_3900645586,7,15,Red,Jungle,Taliyah,-381,-1118
EUN1_3900645586,8,15,Red,Middle,Orianna,-1399,-1483
EUN1_3900645586,10,15,Red,Support,Neeko,1393,1319
EUN1_3900645586,6,15,Red,Top,Ornn,-253,2
EUN1_3900645586,4,20,Blue,Bottom,Jinx,-2115,-1188
EUN1_3900645586,2,20,Blue,Jungle,Viego,-2042,-599
EUN1_3900645586,3,20,Blue,Middle,Swain,1505,1019
EUN1_3900645586,5,20,Blue,Support,Milio,-2353,-3863
EUN1_3900645586,1,20,Blue,Top,Gnar,328,323
EUN1_3900645586,9,20,Red,Bottom,Caitlyn,2115,1188
EUN1_3900645586,7,20,Red,Jungle,Taliyah,2042,599
EUN1_3900645586,8,20,Red,Middle,Orianna,-1505,-1019
EUN1_3900645586,10,20,Red,Support,Neeko,2353,3863
EUN1_3900645586,6,20,Red,Top,Ornn,-328,-323
EUN1_3900645586,4,25,Blue,Bottom,Jinx,-3304,-2726
EUN1_3900645586,2,25,Blue,Jungle,Viego,-2483,-741
EUN1_3900645586,3,25,Blue,Middle,Swain,1369,1916
EUN1_3900645586,5,25,Blue,Support,Milio,-2626,-2228
EUN1_3900645586,1,25,Blue,Top,Gnar,1727,715
EUN1_3900645586,9,25,Red,Bottom,Caitlyn,3304,2726
EUN1_3900645586,7,25,Red,Jungle,Taliyah,2483,741
EUN1_3900645586,8,25,Red,Middle,Orianna,-1369,-1916
EUN1_3900645586,10,25,Red,Support,Neeko,2626,2228
EUN1_3900645586,6,25,Red,Top,Ornn,-1727,-715
EUW1_7706471283,4,5,Blue,Bottom,Aphelios,-337,-259
EUW1_7706471283,2,5,Blue,Jungle,Nocturne,175,107
EUW1_7706471283,3,5,Blue,Middle,Fizz,678,241
EUW1_7706471283,5,5,Blue,Support,Nautilus,-795,-159
EUW1_7706471283,1,5,Blue,Top,Yuumi,-1072,-1009
EUW1_7706471283,9,5,Red,Bottom,Vayne,337,259
EUW1_7706471283,7,5,Red,Jungle,Briar,-175,-107
EUW1_7706471283,8,5,Red,Middle,Zoe,-678,-241
EUW1_7706471283,10,5,Red,Support,Shaco,795,159
EUW1_7706471283,6,5,Red,Top,Darius,1072,1009
EUW1_7706471283,4,10,Blue,Bottom,Aphelios,773,186
EUW1_7706471283,2,10,Blue,Jungle,Nocturne,-121,335
EUW1_7706471283,3,10,Blue,Middle,Fizz,1527,-52
EUW1_7706471283,5,10,Blue,Support,Nautilus,-461,548
EUW1_7706471283,1,10,Blue,Top,Yuumi,-1510,-1541
EUW1_7706471283,9,10,Red,Bottom,Vayne,-773,-186
EUW1_7706471283,7,10,Red,Jungle,Briar,121,-335
EUW1_7706471283,8,10,Red,Middle,Zoe,-1527,52
EUW1_7706471283,10,10,Red,Support,Shaco,461,-548
EUW1_7706471283,6,10,Red,Top,Darius,1510,1541
EUW1_7706471283,4,15,Blue,Bottom,Aphelios,1331,-64
EUW1_7706471283,2,15,Blue,Jungle,Nocturne,-506,-1088
EUW1_7706471283,3,15,Blue,Middle,Fizz,733,-1324
EUW1_7706471283,5,15,Blue,Support,Nautilus,-588,1149
EUW1_7706471283,1,15,Blue,Top,Yuumi,-3538,-3139
EUW1_7706471283,9,15,Red,Bottom,Vayne,-1331,64
EUW1_7706471283,7,15,Red,Jungle,Briar,506,1088
EUW1_7706471283,8,15,Red,Middle,Zoe,-733,1324
EUW1_7706471283,10,15,Red,Support,Shaco,588,-1149
EUW1_7706471283,6,15,Red,Top,Darius,3538,3139
EUW1_7706471283,4,20,Blue,Bottom,Aphelios,2665,-165
EUW1_7706471283,2,20,Blue,Jungle,Nocturne,-597,-521
EUW1_7706471283,3,20,Blue,Middle,Fizz,231,-1272
EUW1_7706471283,5,20,Blue,Support,Nautilus,-1433,1110
EUW1_7706471283,1,20,Blue,Top,Yuumi,-5936,-4631
EUW1_7706471283,9,20,Red,Bottom,Vayne,-2665,165
EUW1_7706471283,7,20,Red,Jungle,Briar,597,521
EUW1_7706471283,8,20,Red,Middle,Zoe,-231,1272
EUW1_7706471283,10,20,Red,Support,Shaco,1433,-1110
EUW1_7706471283,6,20,Red,Top,Darius,5936,4631
EUW1_7706471283,4,25,Blue,Bottom,Aphelios,2989,-465
EUW1_7706471283,2,25,Blue,Jungle,Nocturne,94,-1326
EUW1_7706471283,3,25,Blue,Middle,Fizz,-654,-2426
EUW1_7706471283,5,25,Blue,Support,Nautilus,-2502,-859
EUW1_7706471283,1,25,Blue,Top,Yuumi,-8484,-8314
EUW1_7706471283,9,25,Red,Bottom,Vayne,-2989,465
EUW1_7706471283,7,25,Red,Jungle,Briar,-94,1326
EUW1_7706471283,8,25,Red,Middle,Zoe,654,2426
EUW1_7706471283,10,25,Red,Support,Shaco,2502,859
EUW1_7706471283,6,25,Red,Top,Darius,8484,8314
EUW1_7706476143,4,5,Blue,Bottom,Yunara,30,218
EUW1_7706476143,2,5,Blue,Jungle,Dr Mundo,-334,181
EUW1_7706476143,3,5,Blue,Middle,Velkoz,-395,-543
EUW1_7706476143,5,5,Blue,Support,Karma,240,-154
EUW1_7706476143,1,5,Blue,Top,Zed,42,-40
EUW1_7706476143,9,5,Red,Bottom,Jinx,-30,-218
EUW1_7706476143,7,5,Red,Jungle,Rek Sai,334,-181
EUW1_7706476143,8,5,Red,Middle,Naafiri,395,543
EUW1_7706476143,10,5,Red,Support,Lulu,-240,154
EUW1_7706476143,6,5,Red,Top,Aatrox,-42,40
EUW1_7706476143,4,10,Blue,Bottom,Yunara,780,272
EUW1_7706476143,2,10,Blue,Jungle,Dr Mundo,171,226
EUW1_7706476143,3,10,Blue,Middle,Velkoz,-246,-217
EUW1_7706476143,5,10,Blue,Support,Karma,657,381
EUW1_7706476143,1,10,Blue,Top,Zed,355,-42
EUW1_7706476143,9,10,Red,Bottom,Jinx,-780,-272
EUW1_7706476143,7,10,Red,Jungle,Rek Sai,-171,-226
EUW1_7706476143,8,10,Red,Middle,Naafiri,246,217
EUW1_7706476143,10,10,Red,Support,Lulu,-657,-381
EUW1_7706476143,6,10,Red,Top,Aatrox,-355,42
EUW1_7706476143,4,15,Blue,Bottom,Yunara,1057,400
EUW1_7706476143,2,15,Blue,Jungle,Dr Mundo,46,186
EUW1_7706476143,3,15,Blue,Middle,Velkoz,-1882,-1468
EUW1_7706476143,5,15,Blue,Support,Karma,890,222
EUW1_7706476143,1,15,Blue,Top,Zed,1698,700
EUW1_7706476143,9,15,Red,Bottom,Jinx,-1057,-400
EUW1_7706476143,7,15,Red,Jungle,Rek Sai,-46,-186
EUW1_7706476143,8,15,Red,Middle,Naafiri,1882,1468
EUW1_7706476143,10,15,Red,Support,Lulu,-890,-222
EUW1_7706476143,6,15,Red,Top,Aatrox,-1698,-700
EUW1_7706476143,4,20,Blue,Bottom,Yunara,3473,1423
EUW1_7706476143,2,20,Blue,Jungle,Dr Mundo,-101,464
EUW1_7706476143,3,20,Blue,Middle,Velkoz,-3314,-2011
EUW1_7706476143,5,20,Blue,Support,Karma,1398,1341
EUW1_7706476143,1,20,Blue,Top,Zed,3474,1871
EUW1_7706476143,9,20,Red,Bottom,Jinx,-3473,-1423
EUW1_7706476143,7,20,Red,Jungle,Rek Sai,101,-464
EUW1_7706476143,8,20,Red,Middle,Naafiri,3314,2011
EUW1_7706476143,10,20,Red,Support,Lulu,-1398,-1341
EUW1_7706476143,6,20,Red,Top,Aatrox,-3474,-1871
EUW1_7706476143,4,25,Blue,Bottom,Yunara,5302,2419
EUW1_7706476143,2,25,Blue,Jungle,Dr Mundo,35,1771
EUW1_7706476143,3,25,Blue,Middle,Velkoz,-2824,-364
EUW1_7706476143,5,25,Blue,Support,Karma,2061,1040
EUW1_7706476143,1,25,Blue,Top,Zed,6145,3986
EUW1_7706476143,9,25,Red,Bottom,Jinx,-5302,-2419
EUW1_7706476143,7,25,Red,Jungle,Rek Sai,-35,-1771
EUW1_7706476143,8,25,Red,Middle,Naafiri,2824,364
EUW1_7706476143,10,25,Red,Support,Lulu,-2061,-1040
EUW1_7706476143,6,25,Red,Top,Aatrox,-6145,-3986
EUW1_7706478523,4,5,Blue,Bottom,Veigar,338,290
EUW1_7706478523,2,5,Blue,Jungle,Shaco,1126,126
EUW1_7706478523,3,5,Blue,Middle,Galio,131,222
EUW1_7706478523,5,5,Blue,Support,Yuumi,173,-268
EUW1_7706478523,1,5,Blue,Top,Gangplank,858,162
EUW1_7706478523,9,5,Red,Bottom,Twitch,-338,-290
EUW1_7706478523,7,5,Red,Jungle,Warwick,-1126,-126
EUW1_7706478523,8,5,Red,Middle,Darius,-131,-222
EUW1_7706478523,10,5,Red,Support,Lulu,-173,268
EUW1_7706478523,6,5,Red,Top,Zaahen,-858,-162
EUW1_7706478523,4,10,Blue,Bottom,Veigar,198,542
EUW1_7706478523,2,10,Blue,Jungle,Shaco,2758,549
EUW1_7706478523,3,10,Blue,Middle,Galio,124,383
EUW1_7706478523,5,10,Blue,Support,Yuumi,49,-158
EUW1_7706478523,1,10,Blue,Top,Gangplank,1262,287
EUW1_7706478523,9,10,Red,Bottom,Twitch,-198,-542
EUW1_7706478523,7,10,Red,Jungle,Warwick,-2758,-549
EUW1_7706478523,8,10,Red,Middle,Darius,-124,-383
EUW1_7706478523,10,10,Red,Support,Lulu,-49,158
EUW1_7706478523,6,10,Red,Top,Zaahen,-1262,-287
EUW1_7706478523,4,15,Blue,Bottom,Veigar,896,692
EUW1_7706478523,2,15,Blue,Jungle,Shaco,2700,882
EUW1_7706478523,3,15,Blue,Middle,Galio,735,1617
EUW1_7706478523,5,15,Blue,Support,Yuumi,184,-73
EUW1_7706478523,1,15,Blue,Top,Gangplank,1487,-221
EUW1_7706478523,9,15,Red,Bottom,Twitch,-896,-692
EUW1_7706478523,7,15,Red,Jungle,Warwick,-2700,-882
EUW1_7706478523,8,15,Red,Middle,Darius,-735,-1617
EUW1_7706478523,10,15,Red,Support,Lulu,-184,73
EUW1_7706478523,6,15,Red,Top,Zaahen,-1487,221
EUW1_7706478523,4,20,Blue,Bottom,Veigar,657,628
EUW1_7706478523,2,20,Blue,Jungle,Shaco,4059,2616
EUW1_7706478523,3,20,Blue,Middle,Galio,1402,2216
EUW1_7706478523,5,20,Blue,Support,Yuumi,518,513
EUW1_7706478523,1,20,Blue,Top,Gangplank,2782,978
EUW1_7706478523,9,20,Red,Bottom,Twitch,-657,-628
EUW1_7706478523,7,20,Red,Jungle,Warwick,-4059,-2616
EUW1_7706478523,8,20,Red,Middle,Darius,-1402,-2216
EUW1_7706478523,10,20,Red,Support,Lulu,-518,-513
EUW1_7706478523,6,20,Red,Top,Zaahen,-2782,-978
EUW1_7706478553,4,5,Blue,Bottom,Corki,-570,-449
EUW1_7706478553,2,5,Blue,Jungle,Khazix,-260,13
EUW1_7706478553,3,5,Blue,Middle,Syndra,531,9
EUW1_7706478553,5,5,Blue,Support,Rakan,-340,-276
EUW1_7706478553,1,5,Blue,Top,Volibear,607,329
EUW1_7706478553,9,5,Red,Bottom,Aphelios,570,449
EUW1_7706478553,7,5,Red,Jungle,Naafiri,260,-13
EUW1_7706478553,8,5,Red,Middle,Akali,-531,-9
EUW1_7706478553,10,5,Red,Support,Yuumi,340,276
EUW1_7706478553,6,5,Red,Top,Sion,-607,-329
EUW1_7706478553,4,10,Blue,Bottom,Corki,-1194,-1012
EUW1_7706478553,2,10,Blue,Jungle,Khazix,36,912
EUW1_7706478553,3,10,Blue,Middle,Syndra,935,56
EUW1_7706478553,5,10,Blue,Support,Rakan,-534,-1056
EUW1_7706478553,1,10,Blue,Top,Volibear,1151,1079
EUW1_7706478553,9,10,Red,Bottom,Aphelios,1194,1012
EUW1_7706478553,7,10,Red,Jungle,Naafiri,-36,-912
EUW1_7706478553,8,10,Red,Middle,Akali,-935,-56
EUW1_7706478553,10,10,Red,Support,Yuumi,534,1056
EUW1_7706478553,6,10,Red,Top,Sion,-1151,-1079
EUW1_7706478553,4,15,Blue,Bottom,Corki,-2883,-1317
EUW1_7706478553,2,15,Blue,Jungle,Khazix,455,845
EUW1_7706478553,3,15,Blue,Middle,Syndra,971,256
EUW1_7706478553,5,15,Blue,Support,Rakan,-992,-1626
EUW1_7706478553,1,15,Blue,Top,Volibear,112,234
EUW1_7706478553,9,15,Red,Bottom,Aphelios,2883,1317
EUW1_7706478553,7,15,Red,Jungle,Naafiri,-455,-845
EUW1_7706478553,8,15,Red,Middle,Akali,-971,-256
EUW1_7706478553,10,15,Red,Support,Yuumi,992,1626
EUW1_7706478553,6,15,Red,Top,Sion,-112,-234
EUW1_7706478553,4,20,Blue,Bottom,Corki,-2235,389
EUW1_7706478553,2,20,Blue,Jungle,Khazix,1798,1448
EUW1_7706478553,3,20,Blue,Middle,Syndra,969,-4
EUW1_7706478553,5,20,Blue,Support,Rakan,-936,-867
EUW1_7706478553,1,20,Blue,Top,Volibear,441,1315
EUW1_7706478553,9,20,Red,Bottom,Aphelios,2235,-389
EUW1_7706478553,7,20,Red,Jungle,Naafiri,-1798,-1448
EUW1_7706478553,8,20,Red,Middle,Akali,-969,4
EUW1_7706478553,10,20,Red,Support,Yuumi,936,867
EUW1_7706478553,6,20,Red,Top,Sion,-441,-1315
EUW1_7706478553,4,25,Blue,Bottom,Corki,-2385,304
EUW1_7706478553,2,25,Blue,Jungle,Khazix,2145,358
EUW1_7706478553,3,25,Blue,Middle,Syndra,595,-359
EUW1_7706478553,5,25,Blue,Support,Rakan,-1106,-1081
EUW1_7706478553,1,25,Blue,Top,Volibear,-76,1924
EUW1_7706478553,9,25,Red,Bottom,Aphelios,2385,-304
EUW1_7706478553,7,25,Red,Jungle,Naafiri,-2145,-358
EUW1_7706478553,8,25,Red,Middle,Akali,-595,359
EUW1_7706478553,10,25,Red,Support,Yuumi,1106,1081
